iin	V(iin)	V(vout)	I(Iin)	I(Iout)	I(Vout)
3.676329999999999e-05	2.380997e+00	5.000000e+00	3.676330e-05	-1.084202e-19	-1.084202e-19
3.686319999999999e-05	2.378112e+00	5.000000e+00	3.686320e-05	-5.692061e-19	-5.692061e-19
3.696309999999999e-05	2.375231e+00	5.000000e+00	3.696310e-05	-2.101541e-19	-2.101541e-19
3.706299999999999e-05	2.372352e+00	5.000000e+00	3.706300e-05	-1.328148e-18	-1.328148e-18
3.716290000000000e-05	2.369476e+00	5.000000e+00	3.716290e-05	-4.607859e-19	-4.607859e-19
3.726280000000000e-05	2.366603e+00	5.000000e+00	3.726280e-05	2.168404e-19	2.168404e-19
3.736270000000000e-05	2.363733e+00	5.000000e+00	3.736270e-05	-1.572093e-18	-1.572093e-18
3.746260000000000e-05	2.360866e+00	5.000000e+00	3.746260e-05	-9.215718e-19	-9.215718e-19
3.756250000000001e-05	2.358002e+00	5.000000e+00	3.756250e-05	1.626303e-19	1.626303e-19
3.766240000000001e-05	2.355141e+00	5.000000e+00	3.766240e-05	-2.439455e-19	-2.439455e-19
3.776230000000001e-05	2.352283e+00	5.000000e+00	3.776230e-05	1.328148e-18	1.328148e-18
3.786220000000001e-05	2.349428e+00	5.000000e+00	3.786220e-05	3.995790e-19	3.995790e-19
3.796210000000001e-05	2.346575e+00	5.000000e+00	3.796210e-05	-6.304472e-19	-6.304472e-19
3.806200000000002e-05	2.343726e+00	5.000000e+00	3.806200e-05	5.421011e-20	5.421011e-20
3.816190000000002e-05	2.340879e+00	5.000000e+00	3.816190e-05	-1.219727e-18	-1.219727e-18
3.826180000000002e-05	2.338035e+00	5.000000e+00	3.826180e-05	-1.172650e-18	-1.172650e-18
3.836170000000002e-05	2.335194e+00	5.000000e+00	3.836170e-05	-9.486769e-19	-9.486769e-19
3.846160000000002e-05	2.332356e+00	5.000000e+00	3.846160e-05	-1.266737e-18	-1.266737e-18
3.856150000000003e-05	2.329521e+00	5.000000e+00	3.856150e-05	4.065758e-19	4.065758e-19
3.866140000000003e-05	2.326688e+00	5.000000e+00	3.866140e-05	-6.147820e-20	-6.147820e-20
3.876130000000003e-05	2.323858e+00	5.000000e+00	3.876130e-05	-1.199924e-18	-1.199924e-18
3.886120000000003e-05	2.321032e+00	5.000000e+00	3.886120e-05	-8.871316e-19	-8.871316e-19
3.896110000000004e-05	2.318207e+00	5.000000e+00	3.896110e-05	-4.607859e-19	-4.607859e-19
3.906100000000004e-05	2.315386e+00	5.000000e+00	3.906100e-05	-1.510481e-18	-1.510481e-18
3.916090000000004e-05	2.312567e+00	5.000000e+00	3.916090e-05	-1.551948e-19	-1.551948e-19
3.926080000000004e-05	2.309751e+00	5.000000e+00	3.926080e-05	-5.692061e-19	-5.692061e-19
3.936070000000004e-05	2.306938e+00	5.000000e+00	3.936070e-05	5.421011e-19	5.421011e-19
3.946060000000005e-05	2.304127e+00	5.000000e+00	3.946060e-05	3.252607e-19	3.252607e-19
3.956050000000005e-05	2.301319e+00	5.000000e+00	3.956050e-05	1.084202e-18	1.084202e-18
3.966040000000005e-05	2.298514e+00	5.000000e+00	3.966040e-05	1.355253e-19	1.355253e-19
3.976030000000005e-05	2.295712e+00	5.000000e+00	3.976030e-05	2.168404e-19	2.168404e-19
3.986020000000006e-05	2.292912e+00	5.000000e+00	3.986020e-05	3.477221e-20	3.477221e-20
3.996010000000006e-05	2.290114e+00	5.000000e+00	3.996010e-05	1.463673e-18	1.463673e-18
4.006000000000006e-05	2.287320e+00	5.000000e+00	4.006000e-05	-6.311490e-19	-6.311490e-19
4.015990000000006e-05	2.284528e+00	5.000000e+00	4.015990e-05	-1.897354e-19	-1.897354e-19
4.025980000000006e-05	2.281739e+00	5.000000e+00	4.025980e-05	-1.084202e-18	-1.084202e-18
4.035970000000007e-05	2.278952e+00	5.000000e+00	4.035970e-05	-1.084202e-18	-1.084202e-18
4.045960000000007e-05	2.276168e+00	5.000000e+00	4.045960e-05	-1.336011e-18	-1.336011e-18
4.055950000000007e-05	2.273386e+00	5.000000e+00	4.055950e-05	4.336809e-19	4.336809e-19
4.065940000000007e-05	2.270607e+00	5.000000e+00	4.065940e-05	-1.246832e-18	-1.246832e-18
4.075930000000008e-05	2.267831e+00	5.000000e+00	4.075930e-05	-8.673617e-19	-8.673617e-19
4.085920000000008e-05	2.265058e+00	5.000000e+00	4.085920e-05	5.963112e-19	5.963112e-19
4.095910000000008e-05	2.262286e+00	5.000000e+00	4.095910e-05	8.402567e-19	8.402567e-19
4.105900000000008e-05	2.259518e+00	5.000000e+00	4.105900e-05	1.130355e-18	1.130355e-18
4.115890000000008e-05	2.256752e+00	5.000000e+00	4.115890e-05	1.363342e-18	1.363342e-18
4.125880000000009e-05	2.253988e+00	5.000000e+00	4.125880e-05	4.255596e-19	4.255596e-19
4.135870000000009e-05	2.251227e+00	5.000000e+00	4.135870e-05	7.589415e-19	7.589415e-19
4.145860000000009e-05	2.248468e+00	5.000000e+00	4.145860e-05	-1.897354e-19	-1.897354e-19
4.155850000000009e-05	2.245712e+00	5.000000e+00	4.155850e-05	8.944668e-19	8.944668e-19
4.165840000000010e-05	2.242959e+00	5.000000e+00	4.165840e-05	1.002887e-18	1.002887e-18
4.175830000000010e-05	2.240207e+00	5.000000e+00	4.175830e-05	1.111307e-18	1.111307e-18
4.185820000000010e-05	2.237459e+00	5.000000e+00	4.185820e-05	-9.298842e-19	-9.298842e-19
4.195810000000010e-05	2.234713e+00	5.000000e+00	4.195810e-05	-1.355253e-18	-1.355253e-18
4.205800000000010e-05	2.231969e+00	5.000000e+00	4.205800e-05	6.505213e-19	6.505213e-19
4.215790000000011e-05	2.229228e+00	5.000000e+00	4.215790e-05	5.421011e-20	5.421011e-20
4.225780000000011e-05	2.226489e+00	5.000000e+00	4.225780e-05	1.472111e-18	1.472111e-18
4.235770000000011e-05	2.223752e+00	5.000000e+00	4.235770e-05	-9.215718e-19	-9.215718e-19
4.245760000000011e-05	2.221018e+00	5.000000e+00	4.245760e-05	-8.131516e-20	-8.131516e-20
4.255750000000012e-05	2.218287e+00	5.000000e+00	4.255750e-05	-3.794708e-19	-3.794708e-19
4.265740000000012e-05	2.215558e+00	5.000000e+00	4.265740e-05	-1.084202e-19	-1.084202e-19
4.275730000000012e-05	2.212831e+00	5.000000e+00	4.275730e-05	1.463673e-18	1.463673e-18
4.285720000000012e-05	2.210106e+00	5.000000e+00	4.285720e-05	2.710505e-20	2.710505e-20
4.295710000000012e-05	2.207384e+00	5.000000e+00	4.295710e-05	2.352884e-19	2.352884e-19
4.305700000000013e-05	2.204664e+00	5.000000e+00	4.305700e-05	-1.048409e-18	-1.048409e-18
4.315690000000013e-05	2.201947e+00	5.000000e+00	4.315690e-05	-1.165517e-18	-1.165517e-18
4.325680000000013e-05	2.199232e+00	5.000000e+00	4.325680e-05	5.149960e-19	5.149960e-19
4.335670000000013e-05	2.196519e+00	5.000000e+00	4.335670e-05	-4.542931e-20	-4.542931e-20
4.345660000000014e-05	2.193809e+00	5.000000e+00	4.345660e-05	-2.710505e-20	-2.710505e-20
4.355650000000014e-05	2.191101e+00	5.000000e+00	4.355650e-05	6.505213e-19	6.505213e-19
4.365640000000014e-05	2.188395e+00	5.000000e+00	4.365640e-05	8.873003e-21	8.873003e-21
4.375630000000014e-05	2.185692e+00	5.000000e+00	4.375630e-05	8.131516e-19	8.131516e-19
4.385620000000014e-05	2.182991e+00	5.000000e+00	4.385620e-05	8.673617e-19	8.673617e-19
4.395610000000015e-05	2.180292e+00	5.000000e+00	4.395610e-05	-5.331364e-19	-5.331364e-19
4.405600000000015e-05	2.177595e+00	5.000000e+00	4.405600e-05	2.710505e-19	2.710505e-19
4.415590000000015e-05	2.174901e+00	5.000000e+00	4.415590e-05	-4.878910e-19	-4.878910e-19
4.425580000000015e-05	2.172209e+00	5.000000e+00	4.425580e-05	-1.084202e-19	-1.084202e-19
4.435570000000016e-05	2.169519e+00	5.000000e+00	4.435570e-05	2.168404e-19	2.168404e-19
4.445560000000016e-05	2.166831e+00	5.000000e+00	4.445560e-05	1.364369e-18	1.364369e-18
