vdm	Ix(M1:DRAIN)	Ix(M2:SOURCE)
1.760000000000025e-01	-2.049460e-12	-7.724795e-13
1.764000000000025e-01	-2.050818e-12	-7.723850e-13
1.768000000000025e-01	-2.052175e-12	-7.722915e-13
1.772000000000025e-01	-2.053531e-12	-7.721989e-13
1.776000000000026e-01	-2.054887e-12	-7.721073e-13
1.780000000000026e-01	-2.056242e-12	-7.720166e-13
1.784000000000026e-01	-2.057596e-12	-7.719269e-13
1.788000000000026e-01	-2.058950e-12	-7.718381e-13
1.792000000000026e-01	-2.060304e-12	-7.717502e-13
1.796000000000026e-01	-2.061657e-12	-7.716632e-13
1.800000000000026e-01	-2.063009e-12	-7.715771e-13
1.804000000000026e-01	-2.064361e-12	-7.714920e-13
1.808000000000027e-01	-2.065712e-12	-7.714077e-13
1.812000000000027e-01	-2.067063e-12	-7.713242e-13
1.816000000000027e-01	-2.068413e-12	-7.712417e-13
1.820000000000027e-01	-2.069763e-12	-7.711600e-13
1.824000000000027e-01	-2.071112e-12	-7.710791e-13
1.828000000000027e-01	-2.072460e-12	-7.709991e-13
1.832000000000027e-01	-2.073809e-12	-7.709199e-13
1.836000000000027e-01	-2.075156e-12	-7.708415e-13
1.840000000000027e-01	-2.076504e-12	-7.707639e-13
1.844000000000028e-01	-2.077850e-12	-7.706872e-13
1.848000000000028e-01	-2.079197e-12	-7.706112e-13
1.852000000000028e-01	-2.080543e-12	-7.705360e-13
1.856000000000028e-01	-2.081888e-12	-7.704617e-13
1.860000000000028e-01	-2.083233e-12	-7.703880e-13
1.864000000000028e-01	-2.084578e-12	-7.703152e-13
1.868000000000028e-01	-2.085922e-12	-7.702431e-13
1.872000000000028e-01	-2.087266e-12	-7.701717e-13
1.876000000000028e-01	-2.088609e-12	-7.701012e-13
1.880000000000029e-01	-2.089952e-12	-7.700313e-13
1.884000000000029e-01	-2.091294e-12	-7.699622e-13
1.888000000000029e-01	-2.092636e-12	-7.698938e-13
1.892000000000029e-01	-2.093978e-12	-7.698260e-13
1.896000000000029e-01	-2.095320e-12	-7.697590e-13
1.900000000000029e-01	-2.096661e-12	-7.696927e-13
1.904000000000029e-01	-2.098001e-12	-7.696271e-13
1.908000000000029e-01	-2.099341e-12	-7.695622e-13
1.912000000000030e-01	-2.100681e-12	-7.694980e-13
1.916000000000030e-01	-2.102021e-12	-7.694344e-13
1.920000000000030e-01	-2.103360e-12	-7.693715e-13
1.924000000000030e-01	-2.104699e-12	-7.693093e-13
1.928000000000030e-01	-2.106037e-12	-7.692476e-13
1.932000000000030e-01	-2.107375e-12	-7.691867e-13
1.936000000000030e-01	-2.108713e-12	-7.691264e-13
1.940000000000030e-01	-2.110051e-12	-7.690667e-13
1.944000000000030e-01	-2.111388e-12	-7.690076e-13
1.948000000000031e-01	-2.112725e-12	-7.689492e-13
1.952000000000031e-01	-2.114062e-12	-7.688914e-13
1.956000000000031e-01	-2.115398e-12	-7.688341e-13
1.960000000000031e-01	-2.116734e-12	-7.687775e-13
1.964000000000031e-01	-2.118070e-12	-7.687215e-13
1.968000000000031e-01	-2.119405e-12	-7.686661e-13
1.972000000000031e-01	-2.120740e-12	-7.686112e-13
1.976000000000031e-01	-2.122075e-12	-7.685569e-13
1.980000000000031e-01	-2.123410e-12	-7.685032e-13
1.984000000000032e-01	-2.124744e-12	-7.684500e-13
1.988000000000032e-01	-2.126078e-12	-7.683974e-13
1.992000000000032e-01	-2.127412e-12	-7.683454e-13
1.996000000000032e-01	-2.128746e-12	-7.682939e-13
2.000000000000000e-01	-2.130079e-12	-7.682429e-13
