vdm	V(n001)	I(V1)	I(V2)	I(V3)
-9.319999999999806e-02	3.442919e+00	1.961750e-09	0.000000e+00	3.011785e-08
-9.279999999999806e-02	3.442889e+00	1.985614e-09	0.000000e+00	3.009403e-08
-9.239999999999807e-02	3.442859e+00	2.009734e-09	0.000000e+00	3.006996e-08
-9.199999999999807e-02	3.442829e+00	2.034112e-09	0.000000e+00	3.004563e-08
-9.159999999999807e-02	3.442799e+00	2.058749e-09	0.000000e+00	3.002105e-08
-9.119999999999807e-02	3.442768e+00	2.083649e-09	0.000000e+00	2.999620e-08
-9.079999999999808e-02	3.442736e+00	2.108812e-09	0.000000e+00	2.997108e-08
-9.039999999999808e-02	3.442705e+00	2.134241e-09	0.000000e+00	2.994571e-08
-8.999999999999808e-02	3.442673e+00	2.159938e-09	0.000000e+00	2.992006e-08
-8.959999999999808e-02	3.442641e+00	2.185904e-09	0.000000e+00	2.989415e-08
-8.919999999999809e-02	3.442608e+00	2.212142e-09	0.000000e+00	2.986797e-08
-8.879999999999809e-02	3.442575e+00	2.238654e-09	0.000000e+00	2.984151e-08
-8.839999999999809e-02	3.442541e+00	2.265441e-09	0.000000e+00	2.981478e-08
-8.799999999999809e-02	3.442508e+00	2.292505e-09	0.000000e+00	2.978777e-08
-8.759999999999810e-02	3.442473e+00	2.319849e-09	0.000000e+00	2.976048e-08
-8.719999999999810e-02	3.442439e+00	2.347474e-09	0.000000e+00	2.973291e-08
-8.679999999999810e-02	3.442404e+00	2.375381e-09	0.000000e+00	2.970507e-08
-8.639999999999810e-02	3.442369e+00	2.403574e-09	0.000000e+00	2.967693e-08
-8.599999999999811e-02	3.442333e+00	2.432054e-09	0.000000e+00	2.964851e-08
-8.559999999999811e-02	3.442297e+00	2.460823e-09	0.000000e+00	2.961980e-08
-8.519999999999811e-02	3.442261e+00	2.489882e-09	0.000000e+00	2.959080e-08
-8.479999999999811e-02	3.442224e+00	2.519233e-09	0.000000e+00	2.956151e-08
-8.439999999999812e-02	3.442186e+00	2.548880e-09	0.000000e+00	2.953193e-08
-8.399999999999812e-02	3.442149e+00	2.578822e-09	0.000000e+00	2.950205e-08
-8.359999999999812e-02	3.442111e+00	2.609062e-09	0.000000e+00	2.947187e-08
-8.319999999999812e-02	3.442072e+00	2.639602e-09	0.000000e+00	2.944139e-08
-8.279999999999813e-02	3.442033e+00	2.670444e-09	0.000000e+00	2.941061e-08
-8.239999999999813e-02	3.441994e+00	2.701589e-09	0.000000e+00	2.937953e-08
-8.199999999999813e-02	3.441954e+00	2.733040e-09	0.000000e+00	2.934815e-08
-8.159999999999813e-02	3.441914e+00	2.764798e-09	0.000000e+00	2.931646e-08
-8.119999999999813e-02	3.441874e+00	2.796864e-09	0.000000e+00	2.928446e-08
-8.079999999999814e-02	3.441833e+00	2.829241e-09	0.000000e+00	2.925215e-08
-8.039999999999814e-02	3.441791e+00	2.861930e-09	0.000000e+00	2.921953e-08
-7.999999999999814e-02	3.441749e+00	2.894933e-09	0.000000e+00	2.918659e-08
-7.959999999999814e-02	3.441707e+00	2.928252e-09	0.000000e+00	2.915335e-08
-7.919999999999815e-02	3.441664e+00	2.961888e-09	0.000000e+00	2.911978e-08
-7.879999999999815e-02	3.441621e+00	2.995844e-09	0.000000e+00	2.908590e-08
-7.839999999999815e-02	3.441578e+00	3.030120e-09	0.000000e+00	2.905169e-08
-7.799999999999815e-02	3.441534e+00	3.064718e-09	0.000000e+00	2.901717e-08
-7.759999999999816e-02	3.441489e+00	3.099640e-09	0.000000e+00	2.898232e-08
-7.719999999999816e-02	3.441444e+00	3.134888e-09	0.000000e+00	2.894714e-08
-7.679999999999816e-02	3.441399e+00	3.170463e-09	0.000000e+00	2.891164e-08
-7.639999999999816e-02	3.441353e+00	3.206367e-09	0.000000e+00	2.887582e-08
-7.599999999999817e-02	3.441306e+00	3.242601e-09	0.000000e+00	2.883966e-08
-7.559999999999817e-02	3.441260e+00	3.279167e-09	0.000000e+00	2.880317e-08
-7.519999999999817e-02	3.441212e+00	3.316066e-09	0.000000e+00	2.876635e-08
-7.479999999999817e-02	3.441164e+00	3.353300e-09	0.000000e+00	2.872919e-08
-7.439999999999818e-02	3.441116e+00	3.390870e-09	0.000000e+00	2.869170e-08
